"procedure","code postal","lieu","nature","code CPV","dureeMois","acheteur/id","acheteur/nom","datePublicationDonnees","titulaires/0/denominationSociale","titulaires/0/id","titulaires/0/typeIdentifiant","id","type","formePrix","dateNotification","objet","montant","universally unique identifier (uuid)"
"Procédure adaptée","42800","CHATEAUNEUF","Marché","45220000","2","24420077000117","Saint-Etienne Métropole","2020-04-21","SARL ELLIPSE","44306698000048","SIRET","2020EP13900","Marché","Ferme et actualisable","2020-4-21","Travaux d'enlèvement de la calcite et des plaques d'amiante dans la galerie du barrage du Couzon","18970.00","2235D73596E8C5C175A5B62CB9C0DA20"
"Procédure adaptée","42000","SAINT ETIENNE","Marché","71313000","15","24420077000117","Saint Etienne Métropole","2021-09-20","DOUGLAS","83923016600010","SIRET","2021DECH24600","Marché","Révisable","2021-09-16","ASSISTANCE A MAÎTRISE D'OUVRAGE POUR LA MISE EN OEUVRE D'UNE CAMPAGNE D'EXPÉRIMENTATION DE LA COLLECTE SÉPARÉE DES DÉCHETS ALIMENTAIRES DES MÉNAGES SUR LE TERRITOIRE DE SAINT-ETIENNE METROPOLE","93600.0",""
"Procédure avec négociation","42000","SAINT ETIENNE","Accord-cadre","71356200","48","24420077000117","Saint Etienne Métropole","2022-03-28","Algoé","35288592500029","SIRET","2022SEM8000","Marché","Révisable","2022-03-24","MISSION D'ASSISTANCE AU MAITRE D'OUVRAGE POUR LE MANAGEMENT ET LE PILOTAGE DU PLAN VELO DE SAINT ETIENNE METROPOLE (LOIRE)","277048.0",""
"Appel d'offres ouvert","42000","Site de l'ancienne manufacture d'armes - Quartier Carnot à Saint-Etienne","Marché","71241000","56","24420077000117","Saint Etienne Métropole","2022-01-27","Saguez & Partners","41486503000053","SIRET","2021DECAF38200","Marché","Révisable","2022-01-27","CITE DU DESIGN 2025 - Design urbain et identité du quartier - Animation d?une démarche participative, prototypage du projet et supports de présentation","267100.0",""
"Procédure adaptée","42000","bâtiment 241 Est des H et bâtiment ATE  Ecole Supérieure d'Art et de Design  sur le site Manufacture 42000 SAINT ETIENNE","Marché","45110000","5","24420077000117","Saint-Etienne Métropole","2021-03-30","BRTech CONSTRUCTION","51517197300016","SIRET","2021DCAF5800","Marché","Ferme et actualisable","2021-3-29","Travaux d'aménagement des locaux de l'ESADSE à Saint-Etienne.","31545.50","25D1FE9ED115D7B3CAD0D9791786BCB4"
"Procédure adaptée","42000","bâtiment 241 Est des H et bâtiment ATE  Ecole Supérieure d'Art et de Design  sur le site Manufacture 42000 SAINT ETIENNE","Marché","45110000","5","24420077000117","Saint-Etienne Métropole","2021-03-30","sorecal","73450167900041","SIRET","2021DCAF5900","Marché","Ferme et actualisable","2021-3-29","Travaux d'aménagement des locaux de l'ESADSE à Saint-Etienne.","10887.50","25F75759930104715E81BD9E75D5AAE5"
"Procédure adaptée","42000","bâtiment 241 Est des H et bâtiment ATE  Ecole Supérieure d'Art et de Design  sur le site Manufacture 42000 SAINT ETIENNE","Marché","45110000","5","24420077000117","Saint-Etienne Métropole","2021-03-30","ETS BLANCHET METALLERIE DU FOREZ","30079596000024","SIRET","2021DCAF6000","Marché","Ferme et actualisable","2021-3-30","Travaux d'aménagement des locaux de l'ESADSE à Saint-Etienne.","113317.19","26145883B87AF4B744E0A84068D4028B"
"Procédure adaptée","42000","bâtiment 241 Est des H et bâtiment ATE  Ecole Supérieure d'Art et de Design  sur le site Manufacture 42000 SAINT ETIENNE","Marché","45110000","5","24420077000117","Saint-Etienne Métropole","2021-03-30","ATELIER DE METALLERIE DE L'ARZON","49925231000010","SIRET","2021DCAF6100","Marché","Ferme et actualisable","2021-3-30","Travaux d'aménagement des locaux de l'ESADSE à Saint-Etienne.","95703.00","263C38F50EBD38936B240DE2F28DB661"
"Procédure adaptée","42000","bâtiment 241 Est des H et bâtiment ATE  Ecole Supérieure d'Art et de Design  sur le site Manufacture 42000 SAINT ETIENNE","Marché","45110000","5","24420077000117","Saint-Etienne Métropole","2021-03-30","ste planforet","30364821600016","SIRET","2021DCAF6200","Marché","Ferme et actualisable","2021-3-29","Travaux d'aménagement des locaux de l'ESADSE à Saint-Etienne.","94006.57","264FC8B10D49274EE86BED3CCFD7F9E0"
"Procédure adaptée","42000","bâtiment 241 Est des H et bâtiment ATE  Ecole Supérieure d'Art et de Design  sur le site Manufacture 42000 SAINT ETIENNE","Marché","45110000","5","24420077000117","Saint-Etienne Métropole","2021-03-30","creation batiment cindo","49483241300020","SIRET","2021DCAF6300","Marché","Ferme et actualisable","2021-3-29","Travaux d'aménagement des locaux de l'ESADSE à Saint-Etienne.","153874.70","266B2E64ABDEC570A3706106C171672B"
"Procédure adaptée","42000","bâtiment 241 Est des H et bâtiment ATE  Ecole Supérieure d'Art et de Design  sur le site Manufacture 42000 SAINT ETIENNE","Marché","45110000","5","24420077000117","Saint-Etienne Métropole","2021-03-30","NEEL FRAISSE","43486529100034","SIRET","2021DCAF6400","Marché","Ferme et actualisable","2021-3-29","Travaux d'aménagement des locaux de l'ESADSE à Saint-Etienne.","122574.00","267938D0D54D7CA1610B7D34898499A8"
"Procédure adaptée","42000","Saint-Etienne","Marché","71241000","3","24420077000117","Saint-Etienne Métropole","2020-10-27","YAN OLIVARES ARCHITECTURE","80202238400019","SIRET","2020DCAF28900","Marché","Ferme et actualisable","2020-10-20","Etude de faisabilité d'aménagement pour la création d'un parc d'activités économiques secteur « Franges de ZAC Pont-de-l'Ane-Monthieu - façade A72 » sur la commune de Saint-Jean-Bonnefonds","15000.00","2689C665B9A75321D27E7F2F0076F698"
"Procédure adaptée","42000","bâtiment 241 Est des H et bâtiment ATE  Ecole Supérieure d'Art et de Design  sur le site Manufacture 42000 SAINT ETIENNE","Marché","45110000","5","24420077000117","Saint-Etienne Métropole","2021-03-30","LATHUILIERE","34953969200013","SIRET","2021DCAF6500","Marché","Ferme et actualisable","2021-3-29","Travaux d'aménagement des locaux de l'ESADSE à Saint-Etienne.","178434.46","268C9A6AF864DB027A3BEDBE144D79DD"
"Procédure adaptée","42570","Restaurant de Thalès-Angénieux  Boulevard Ravel de Malval 42570 SAINT HEAND","Marché","45261000","3","24420077000117","Saint-Etienne Métropole","2020-10-27","HERVE THERMIQUE","62722004900720","SIRET","2020PATR27500","Marché","Ferme et actualisable","2020-10-14","Remplacement du rooftop sur le site de Thalès à Saint-Héand","32000.00","26C20EB795F3A0AEDFD40926D07DCC10"
"Procédure adaptée","42000","Saint-Etienne","Accord-cadre","44613800","12","24420077000117","Saint-Etienne Métropole","2020-10-27","SULO France","77815194401120","SIRET","2020DECH27300","Marché","Révisable","2020-10-14","FOURNITURE DE CONTENEURS POSES AU SOL POUR LA COLLECTE DU VERRE ET DU PAPIER","160000.00","26E4B38EBCB0516789B087951012C751"
"Appel d'offres ouvert","42000","Saint-Etienne","Accord-cadre","71356200","24","24420077000117","Saint-Etienne Métropole","2020-12-16","SCET","56200034902188","SIRET","2020DCAF36000","Marché","Révisable","2020-12-15","Assistance à maîtrise d'ouvrage pour la réalisation de prestations foncières","146165.00","27AF0DE7B2E504C5C6794E2EABF5806F"
"Marché négocié sans publicité ni mise en concurrence préalable","42800","RIVE DE GIER","Marché","45232151","1","24420077000117","Saint Etienne Métropole","2021-06-03","PERRIER TP","77814780100121","SIRET","2021ASRI13400","Marché","Ferme et actualisable","2021-06-01","réalisation d'une prise d'eau industeel","205123.49",""
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","71356200","24","24420077000117","Saint-Etienne Métropole","2020-12-16","SCET","56200034902188","SIRET","2020DACF36000","Marché","Révisable","2020-12-15","Assistance à maîtrise d'ouvrage pour la réalisation de prestations foncières","123670.00","28890A27DE33E6654E673871D8690C93"
"Appel d'offres ouvert","42000","Saint-Etienne","Accord-cadre","71356200","24","24420077000117","Saint-Etienne Métropole","2020-12-16","SCET","56200034902188","SIRET","2020DCAF360b00","Marché","Révisable","2020-12-15","Assistance à maîtrise d'ouvrage pour la réalisation de prestations foncières","114420.00","289618C5FB41A112440747A822019693"
"Procédure adaptée","42000","Rue du Colonel Marey","Marché","71631300","70","24420077000117","Saint Etienne Métropole","2021-10-05","BUREAU VERITAS CONSTRUCTION","79018278601206","SIRET","2021DCAF25100","Marché","Révisable","2021-10-05","Marché de Contrôle Technique pour la Réalisation de la Patinoire Métropolitaine","29000.0",""
"Procédure adaptée","42160","Andrézieux-Bouthéon","Marché","39830000","36","24420077000117","Saint-Etienne Métropole","2020-06-05","GROUPE PIERRE LE GOFF RHONE-ALPES-CENTRE","39424000600152","SIRET","2020NAUT15100","Marché","Révisable","2020-06-04","PRESTATION DE FOURNITURE  D'UN PLAN D'HYGIENE ET  DE PRODUITS D'ENTRETIEN POUR LE CENTRE AQUATIQUE ET DE REMISE EN FORME NAUTIFORM","9000.00","2EA4789FBAFC0626FFF545647527E615"
"Procédure adaptée","42100","immeuble 23 Rue Pierre et Dominique Ponchardier","Marché","45311000","2","24420077000117","Saint Etienne Métropole","2021-06-18","INEO RHONE ALPES AUVERGNE","40989912700081","SIRET","2021DCAF16100","Marché","Ferme et actualisable","2021-06-17","Travaux de séparation des réseaux - immeuble Ponchardier à Saint-Etienne","64655.18",""
"Procédure adaptée","42100","immeuble 23 Rue Pierre et Dominique Ponchardier","Marché","45330000","2","24420077000117","Saint Etienne Métropole","2021-06-18","ENGMANN","35127835300021","SIRET","2021DCAF16200","Marché","Ferme et actualisable","2021-06-18","Travaux de séparation des réseaux - immeuble Ponchardier à Saint-Etienne","11782.46",""
"Procédure adaptée","42100","immeuble 23 Rue Pierre et Dominique Ponchardier","Marché","45331000","2","24420077000117","Saint Etienne Métropole","2021-06-18","CHAUSSON TEC","41147026300012","SIRET","2021DCAF16300","Marché","Ferme et actualisable","2021-06-17","Travaux de séparation des réseaux - immeuble Ponchardier à Saint-Etienne","25222.8",""
"Procédure adaptée","42000","SAINT ETIENNE","Marché subséquent","71335000","10","24420077000117","Saint-Etienne Métropole","2020-11-16","BG INGENIEURS CONSEILS","30355924900162","SIRET","2020ASRI33800","Marché","Révisable","2020-11-16","Maitrise d'oeuvre : Vidange, réhabilitation et remise en service des digesteurs de Furania - Marché subséquent n°2","65820.00","2EF24C1AFA007C66CBF8C2A356DFBB30"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","09132000","12","24420077000117","Saint Etienne Métropole","2021-06-18","DL LUB","39849964000033","SIRET","2021DECH11700","Marché","Ferme","2021-06-17","Fourniture de carburant et d'AUS 32 pris à la pompe pour les véhicules de Saint-Etienne Métropole situés sur les centres techniques de Roche-la-Molière, la Talaudière, et Saint-Genest-Lerpt","458000.0",""
"Procédure adaptée","42240","Saint Maurice en Gourgois","Accord-cadre","90481000","60","24420077000117","Saint Etienne Métropole","2021-06-18","Veolia Eau - Cie Générale des Eaux","57202552600102","SIRET","2021ASRI13500","Marché","Révisable","2021-06-17","Contrat de prestation de service pour l'exploitation de la station d'épuration du Bourg (650 EH) et de six postes de relevage à Saint Maurice en Gourgois.","220000.0",""
"Procédure adaptée","69701","GIVORS","Accord-cadre","71300000","24","20003667100010","Syndicat Mixte de Transports pour l'Aire Métropolitaine","2020-07-15","setec its","43323036400047","SIRET","2020SMT3163000","Marché","Révisable","2020-7-15","ASSISTANCE A MAÎTRISE OUVRAGE POUR LA PRÉPARATION ET L'ACCOMPAGNEMENT DANS LE SUIVI DE L'EXPLOITATION - MAINTENANCE - EXTENSION D'UN RÉFÉRENTIEL MULTIMODAL DE DONNÉES « MULTITUD' 4 » SUR L'AIRE MÉTROPOLITAINE LYONNAISE","190000.00","2F71AF54A2CDDA33D517A7A1129B098C"
"Procédure adaptée","42000","Locaux 85 rue de la Talaudière","Marché","45400000","3","24420077000117","Saint Etienne Métropole","2021-12-24","FOREZ DECORS","41197426400078","SIRET","2021PATR34300","Marché","Ferme et actualisable","2021-12-21","Travaux d'aménagement des locaux au 85 rue de la Talaudière à Saint-Etienne","10600.49",""
"Procédure adaptée","42000","Locaux 85 rue de la Talaudière","Marché","45400000","3","24420077000117","Saint Etienne Métropole","2021-12-24","LUMIA CARRELAGES","40074620200029","SIRET","2021PATR34400","Marché","Ferme et actualisable","2021-12-23","Travaux d'aménagement des locaux au 85 rue de la Talaudière à Saint-Etienne","3074.0",""
"Procédure adaptée","42150","LA RICAMARIE","Marché","45232454","2","24420077000117","Saint Etienne Métropole","2021-11-09","SDRTP","50242019300026","SIRET","2021ACT27100","Marché","Ferme et actualisable","2021-11-08","TRAVAUX DE REPARATION DU COMPLEXE D'ETANCHEITE DU BASSIN DE RETENTION DE LA BERAUDIERE ZI DU BAYON - LA RICAMARIE (Loire)","36717.0",""
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","85300000","12","24420077000117","Saint Etienne Métropole","2021-06-03","UDAF de la Loire","77639896800060","SIRET","2021AT13200","Marché","Révisable","2021-06-02","Prestations d'accompagnement social lié au logement dans le cadre du Fonds de Solidarité Logement (FSL) - Lots n°1 et 2","44430.44",""
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","85300000","12","24420077000117","Saint Etienne Métropole","2021-06-03","UDAF de la Loire","77639896800060","SIRET","2012AT13300","Marché","Révisable","2021-06-03","Prestations d'accompagnement social lié au logement dans le cadre du Fonds de Solidarité Logement (FSL) - Lots n°1 et 2","111384.0",""
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","33696300","12","24420077000117","Saint-Etienne Métropole","2020-12-01","MESSER FRANCE","30056058800513","SIRET","2020EP27900","Marché","Révisable","2020-11-17","Fourniture de réactifs pour la potabilisation de l'eau","60625.00","346417D495BDA52948A4E3501D974D04"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","33696300","12","24420077000117","Saint-Etienne Métropole","2020-12-01","FERALCO ENVIRONNEMENT","35378232900125","SIRET","2020EP28000","Marché","Révisable","2020-11-16","Fourniture de réactifs pour la potabilisation de l'eau","64750.00","346DE3E9025A32DF7F9456564B1C3179"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","33696300","12","24420077000117","Saint-Etienne Métropole","2020-12-01","ECL","34914014500013","SIRET","2020EP28100","Marché","Révisable","2020-11-16","Fourniture de réactifs pour la potabilisation de l'eau","44875.00","3476170ADDE9790B1235FF942878A154"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","33696300","12","24420077000117","Saint-Etienne Métropole","2020-12-01","CALDIC France","35378250100129","SIRET","2020EP28200","Marché","Révisable","2020-11-16","Fourniture de réactifs pour la potabilisation de l'eau","19000.00","347E2E20B288FACBB115B716573E8201"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","33696300","12","24420077000117","Saint-Etienne Métropole","2020-12-01","SNF","43000664300034","SIRET","2020EP28300","Marché","Révisable","2020-11-16","Fourniture de réactifs pour la potabilisation de l'eau","5750.00","3486FFF5B5B17245A545C1B4CB6B8F39"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","33696300","12","24420077000117","Saint-Etienne Métropole","2020-12-01","CALDIC France","35378250100129","SIRET","2020EP28400","Marché","Révisable","2020-11-16","Fourniture de réactifs pour la potabilisation de l'eau","875.00","34905BF5ACEEFCFB52D5C849903C8FE5"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","33696300","12","24420077000117","Saint-Etienne Métropole","2020-12-01","CALDIC France","35378250100129","SIRET","2020EP28500","Marché","Révisable","2020-11-16","Fourniture de réactifs pour la potabilisation de l'eau","500.00","349DCACD91C9ADD9C54ECEFC84A60C85"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","33696300","12","24420077000117","Saint-Etienne Métropole","2020-12-01","CALDIC France","35378250100129","SIRET","2020EP28600","Marché","Révisable","2020-11-16","Fourniture de réactifs pour la potabilisation de l'eau","150.00","34A476AFF644EE5ADEEA7740433F3D75"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","33696300","12","24420077000117","Saint-Etienne Métropole","2020-12-01","CALDIC France","35378250100129","SIRET","2020EP28700","Marché","Révisable","2020-11-16","Fourniture de réactifs pour la potabilisation de l'eau","150.00","34AF02ED0118DF580B3E9ED93EE35B78"
